noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A2819,MM,18.6,72,58,65,6.17,0,0
A2820,KR,16,60,45,52,3.4,0,0
A2821,MB,17.1,76,63,69,6.39,0,0
A2822,MB,13.6,73,59,66,4.11,20,11.7
A2823,KR,16.3,77,63,70,6.27,0,0
A2824,KR,19.3,80,58,69,7.22,0,0
A2825,MM,18.8,70,54,62,5.68,0,0
A2826,KR,18,73,67,70,6.93,0,0
A2827,MP,11,89,78,83,5.51,20,7.4
A2828,MK,14,72,64,68,5.08,0,0
A2829,BNS,21.1,70,50,60,4.75,24,20.4
A2830,MK,12,105,91,98,9.05,0,0
A2831,MK,12.1,92,81,86,7.03,0,0
A2832,KR,16,55,42,48,2.9,0,0
A2833,KR,18.6,65,46,55,4.42,0,0
A2834,KR,16.5,81,68,74,7.1,0,0
A2835,KR,14.7,83,69,76,6.67,0,0
A2836,MB,18.4,65,49,57,4.33,14,7.7
A2837,MB,16.5,69,58,63,4.98,10,3.2
A2838,KR,18.9,67,51,59,4.56,18,11.8
A2839,MB,14.5,57,46,51,2.96,0,0
A2840,KR,19.2,64,46,55,4.56,0,0
A2841,KR,17.3,73,56,64,5.57,0,0
A2842,MM,17.3,70,49,59,4.44,13,6.2
A2843,KR,13,63,56,59,3.55,0,0
A2844,KR,12.6,79,63,71,4.99,0,0
A2845,KR,10.4,67,48,57,2.65,0,0
A2846,KR,14.3,68,54,61,4.18,0,0
A2847,KR,15.4,67,51,59,4.21,0,0
A2848,KR,20.8,73,50,61,6.08,0,0
A2849,MB,15.9,64,51,57,3.42,20,15.7
A2850,KR,12.5,85,76,80,6.28,0,0
A2851,KR,20.5,72,64,68,7.44,0,0
A2852,BNS,17.8,64,53,58,4.7,0,0
A2853,KR,18.1,64,48,56,4.46,0,0
A2854,KR,16.2,64,46,55,3.85,0,0
A2855,KR,19.7,59,43,51,4.02,0,0
A2856,KR,19.6,65,41,53,4.32,0,0
A2857,KR,18.5,55,43,49,3.49,0,0
A2858,MB,15.5,80,70,75,6.5,15,5.1
A2859,MM,13.8,79,65,72,5.62,0,0
A2860,MB,15.5,60,47,53,3.12,14,8.9
A2861,KR,18.3,74,46,60,5.17,0,0
A2862,KR,19.7,72,51,61,5.76,0,0
A2863,KR,22.4,64,43,53,4.94,0,0
A2864,MB,15.9,72,56,64,4.48,20,12.4
A2865,MB,18.9,62,49,55,4.49,0,0
A2866,KR,22.1,75,62,68,8.03,0,0
A2867,KR,12.9,66,55,60,3.65,0,0
A2868,KR,12.8,90,77,83,6.93,0,0
A2869,KR,12.8,79,71,75,5.65,0,0
A2870,KR,11.4,99,78,88,6.93,0,0
A2871,KR,20.6,78,53,65,6.84,0,0
A2872,KR,10.5,79,73,76,4.76,0,0
A2873,MM,12.6,114,99,106,11.12,0,0
A2874,MM,13,99,86,92,8.64,0,0
A2875,MK,17.4,72,59,65,5.77,0,0
A2876,KR,22.7,73,43,58,6,0,0
A2877,MM,20.9,69,59,64,6.72,0,0
A2878,KR,14.1,70,51,60,3.99,0,0
A2879,KR,16.1,82,58,70,6.2,0,0
A2880,KR,11.4,95,89,92,7.58,0,0
A2881,MM,21,77,65,71,8.31,0,0
A2882,KR,21.2,87,59,73,8.87,0,0
A2883,KR,15,59,43,51,3.06,0,0
A2884,KR,20.7,72,53,62,6.25,0,0
A2885,KR,12.5,87,67,77,5.82,0,0
A2886,MB,15.5,66,53,59,4.24,0,0
A2887,MM,17.8,80,53,66,6.09,0,0
A2888,KR,11.4,75,67,71,4.51,0,0
A2889,KR,12.4,89,75,82,6.55,0,0
A2890,KR,11.6,88,75,81,5.98,0,0
A2891,KR,12.9,66,52,59,3.53,0,0
A2892,KR,11.1,52,46,49,2.09,0,0
A2893,KR,15.9,60,44,52,3.38,0,0
A2894,MM,15,64,46,55,3.56,0,0
A2895,MM,18.7,72,57,64,6.02,0,0
A2896,MB,16,72,57,64,5.15,0,0
A2897,KR,15.1,62,41,51,3.08,0,0
A2898,KR,14.4,56,41,48,2.61,0,0
A2899,MM,13.8,59,50,54,2.71,18,14.1
A2900,KR,11.2,64,44,54,2.57,0,0
A2901,KR,18.4,91,68,79,9.02,0,0
A2902,KR,21.7,90,73,81,11.18,0,0
A2903,MM,19.9,92,59,75,8.79,0,0
A2904,KR,20.1,63,46,54,4.6,0,0
A2905,KR,15.9,84,56,70,6.12,0,0
A2906,KR,21.4,82,71,76,9.71,0,0
A2907,MB,10.1,56,48,52,2.14,0,0
A2908,KR,10.5,66,56,61,3.07,0,0
A2909,MM,16.9,69,56,62,5.1,0,0
A2910,KR,19.6,66,51,58,5.18,0,0
A2911,KR,19.1,72,53,62,5.77,0,0
A2912,KR,18.3,77,63,70,7.04,0,0
A2913,KR,18.8,75,56,65,6.24,0,0
A2914,KR,15.9,66,52,59,4.35,0,0
A2915,KR,16.2,70,60,65,5.38,0,0
A2916,KR,15,62,48,55,3.56,0,0
A2917,KR,12.8,66,56,61,3.74,0,0
A2918,KR,16.5,64,52,58,4.36,0,0
A2919,KR,13.9,64,44,54,3.18,0,0
A2920,KR,18.1,67,49,58,4.78,0,0
A2921,KR,22.6,106,70,88,13.75,0,0
A2922,KR,14.4,51,41,46,2.39,0,0
A2923,BNS,19,81,53,67,6.7,0,0
A2924,KR,16.6,57,43,50,3.26,0,0
A2925,KR,17.2,73,56,64,5.53,0,0
A2926,KR,19.3,80,55,67,6.8,0,0
A2927,KR,17.3,66,47,56,4.26,0,0
A2928,KR,20.1,76,63,69,7.52,0,0
A2929,KR,18.5,66,44,55,4.4,0,0
A2930,KR,18.3,68,43,55,4.35,0,0
A2931,KR,17.8,66,54,60,5.03,0,0
A2932,BNS,12.1,93,77,85,5.55,33,19.2
A2933,MM,12.4,96,88,92,8.24,0,0
A2934,MM,12.3,74,66,70,4.46,15,5.8
A2935,BNS,12.3,79,72,75,4.84,22,11
A2936,BNS,12,91,82,86,6.16,26,11.6
A2937,MB,12.3,75,68,71,4.87,0,0
A2938,MB,16.1,74,65,69,6.02,0,0
A2939,MRS,19.6,72,51,61,5.73,0,0
A2940,KR,17.6,73,60,66,6.02,0,0
A2941,MB,20.2,63,46,54,4.23,14,8.6
A2942,MM,21.5,81,58,69,8.04,0,0
A2943,KR,20.9,68,47,57,5.33,0,0
A2944,KR,18.2,58,46,52,3.87,0,0
A2945,MM,16.3,65,51,58,4.31,0,0
A2946,KR,16.5,75,52,63,5.14,0,0
A2947,KR,20.5,72,51,61,5.99,0,0
A2948,KR,18.4,67,48,57,4.7,0,0
A2949,KR,14.5,57,44,50,2.85,0,0
A2950,KR,16,71,56,63,4.99,0,0
A2951,KR,13.5,55,48,51,2.76,0,0
A2952,MM,13.7,77,63,70,5.27,0,0
A2953,MB,16,63,53,58,3.15,26,25.6
A2954,BNS,10.5,63,57,60,2.97,0,0
A2955,MB,14,79,63,71,5.54,0,0
A2956,KR,19.5,86,69,77,9.08,0,0
A2957,KR,18.1,55,42,48,3.28,0,0
A2958,MM,15.6,70,53,61,4.4,10,3.4
A2959,KR,18.2,67,48,57,4.64,0,0
A2960,MB,17.1,62,45,53,3.77,0,0
A2961,KR,18,57,48,52,3.82,0,0
A2962,MK,14,62,45,53,3.09,0,0
A2963,MM,16.3,57,42,49,3.07,0,0
A2964,MM,16.4,68,48,58,4.33,0,0
A2965,MRS,21,68,48,58,5.55,0,0
A2966,MK,11.6,53,44,48,2.1,0,0
A2967,MB,12.2,60,48,54,2.65,11,5.3
A2968,KR,16,92,68,80,8.04,0,0
A2969,MM,11.6,73,65,69,3.87,20,10.7
A2970,MM,17.4,66,51,58,4.6,0,0
A2971,KR,15.8,95,72,83,8.55,0,0
A2972,MM,19.3,70,55,62,5.83,0,0
A2973,KR,18.8,58,41,49,3.55,0,0
A2974,KR,16.7,70,54,62,5.04,0,0
A2975,KR,15.1,59,45,52,3.21,0,0
A2976,KR,15.8,72,64,68,5.74,0,0
A2977,KR,19.3,84,57,70,7.43,0,0
A2978,MM,20.7,67,49,58,5.47,0,0
A2979,MM,10.8,88,82,85,6.13,0,0
A2980,MM,13.9,62,52,57,3.55,0,0
A2981,MM,13.2,80,64,72,5.37,0,0
A2982,MM,17.7,70,50,60,5,0,0
A2983,KR,22.2,83,60,71,8.79,0,0
A2984,KR,20.7,78,56,67,7.3,0,0
A2985,BNS,15.7,59,41,50,3.08,0,0
A2986,KR,17.7,82,63,72,7.21,0,0
A2987,KR,18.7,82,60,71,7.4,0,0
A2988,KR,19,65,45,55,4.51,0,0
A2989,KR,19.8,74,60,67,6.98,0,0
A2990,KR,20.2,65,47,56,4.98,0,0
A2991,MM,17,66,47,56,4.19,0,0
A2992,KR,11.7,102,84,93,7.95,0,0
A2993,KR,10.5,85,79,82,5.55,0,0
A2994,KR,11.6,67,44,55,2.76,0,0
A2995,KR,17.7,82,62,72,7.21,0,0
A2996,KR,12,73,67,70,4.62,0,0
A2997,KR,20.4,64,52,58,5.39,0,0
A2998,KR,22,74,52,63,6.86,0,0
A2999,MM,17.9,64,55,59,4.89,0,0
A3000,BNS,17.6,87,69,78,7.22,26,14.1
A3001,KR,22.1,98,73,85,12.54,0,0
A3002,KR,12.7,76,62,69,4.46,15,6
A3003,KR,11.5,62,56,59,3.14,0,0
A3004,KR,20.7,80,51,65,6.87,0,0
A3005,KR,15.7,51,45,48,2.84,0,0
A3006,KR,11.7,55,46,50,2.3,0,0
A3007,KR,12.4,62,55,58,3.28,0,0
A3008,KR,19.9,79,56,67,7.02,0,0
A3009,BNS,14,70,57,63,4.36,0,0
A3010,MB,18.1,71,51,61,5.29,0,0
A3011,MM,13.8,65,52,58,3.65,0,0
A3012,BNS,14.5,59,46,52,3.08,0,0
A3013,MM,12.9,56,51,53,2.85,0,0
A3014,MB,14.4,64,52,58,3.34,18,12.3
A3015,MB,15.7,51,49,50,2.93,10,5.1
A3016,KR,16,71,59,65,5.31,0,0
A3017,MM,19.3,60,45,52,3.4,19,17
A3018,MB,13.5,57,44,50,2.65,0,0
A3019,KR,14.8,63,47,55,3.52,0,0
A3020,MB,15.7,72,62,67,5.54,0,0
A3021,MB,15.9,53,48,50,3.12,0,0
A3022,MM,19.3,69,56,62,5.83,0,0
A3023,MM,17.5,69,50,59,4.78,0,0
A3024,MK,16.6,79,57,68,5.83,11,3.3
A3025,MB,13.6,63,50,56,3.12,13,6.9
A3026,KR,13.5,58,43,50,2.65,0,0
A3027,KR,12.1,58,47,52,2.57,0,0
A3028,KR,10.8,55,39,47,1.87,0,0
A3029,KR,9.9,55,43,49,1.87,0,0
A3030,KR,11.8,54,43,48,2.14,0,0
A3031,MM,14.9,69,46,57,3.8,0,0
A3032,MB,18,76,59,67,6.35,0,0
A3033,MB,16.1,80,66,73,6.74,0,0
A3034,KR,19.6,82,63,72,7.98,0,0
A3035,KR,13.4,77,64,70,5.16,0,0
A3036,KR,13.2,64,53,58,3.49,0,0
A3037,KR,11.6,88,79,83,6.28,0,0
A3038,KR,10.1,82,77,79,4.95,0,0
A3039,KR,12,102,87,94,8.33,0,0
A3040,KR,20.3,76,48,62,6.13,0,0
A3041,KR,19.4,67,53,60,5.49,0,0
A3042,MRS,14.4,63,43,53,3.18,0,0
A3043,MB,13,56,42,49,2.45,0,0
A3044,MM,14.3,60,49,54,3.13,10,4.4
A3045,KR,14.2,60,41,50,2.79,0,0
A3046,KR,17.4,60,41,50,3.42,0,0
A3047,KR,14.7,67,55,61,4.3,0,0
A3048,KR,17.3,62,44,53,3.82,0,0
A3049,MM,17.1,92,72,82,9.03,0,0
A3050,KR,14.8,56,41,48,2.68,0,0
A3051,KR,16.2,56,44,50,3.18,0,0
A3052,KR,19.6,72,50,61,5.73,0,0
A3053,KR,21,75,53,64,6.76,0,0
A3054,MK,17.3,63,46,54,3.96,0,0
A3055,MM,20.5,80,56,68,7.44,0,0
A3056,MM,16.8,62,47,54,3.85,0,0
A3057,KR,17,56,43,49,3.21,0,0
A3058,KR,19.7,70,50,60,5.57,0,0
A3059,KR,18.4,74,55,64,5.92,0,0
A3060,KR,20.7,79,57,68,7.52,0,0
A3061,MM,20.2,66,46,56,4.98,0,0
A3062,KR,18.5,64,47,55,4.03,14,8.2
A3063,MM,14.8,102,79,90,9.42,0,0
A3064,KR,11.4,70,58,64,3.67,0,0
A3065,LMB,10,62,54,58,2.64,0,0
A3066,MM,11,69,59,64,3.54,0,0
A3067,KR,19.6,69,47,58,5.18,0,0
A3068,KR,17.7,62,46,54,4.05,0,0
A3069,KR,17.8,69,53,61,5.2,0,0
A3070,KR,18.2,76,57,66,6.23,0,0
A3071,KR,21,74,58,66,7.18,0,0
A3072,KR,11.9,68,59,63,3.71,0,0
A3073,KR,15,94,80,87,8.92,0,0
A3074,KR,15,71,53,62,4.53,0,0
A3075,MM,13.2,70,54,62,3.99,0,0
A3076,MM,21,80,64,72,7.71,20,9.8
A3077,KR,20,78,60,69,7.48,0,0
A3078,KR,18.1,75,55,65,6.01,0,0
A3079,MM,10.1,75,66,70,3.89,0,0
A3080,KR,12.8,94,85,89,7.96,0,0
A3081,KR,10.6,88,76,82,5.6,0,0
A3082,MRS,11.3,65,49,57,2.88,0,0
A3083,MRS,14.5,59,44,51,2.96,0,0
A3084,KR,19.6,73,51,62,5.92,0,0
A3085,KR,18.3,65,47,56,4.51,0,0
A3086,KR,18.9,73,57,65,6.27,0,0
A3087,KR,19,66,48,57,4.66,10,3.9
A3088,KR,20.8,84,73,78,9.94,0,0
A3089,KR,19.8,65,49,57,5.05,0,0
A3090,BNS,15.4,58,46,52,3.27,0,0
A3091,KR,17.1,70,48,59,4.68,0,0
A3092,KR,18.5,64,45,54,4.24,0,0
A3093,KR,19.9,80,65,72,8.1,0,0
A3094,KR,18.7,56,46,51,3.82,0,0
A3095,KR,19.2,59,47,53,4.24,0,0
A3096,KR,17.6,58,49,53,3.88,0,0
A3097,MB,11.4,72,62,67,4.02,0,0
A3098,MM,12,74,60,67,4.23,0,0
A3099,MM,8.5,59,57,58,2.25,0,0
A3100,KR,12.1,99,76,87,7.19,0,0
A3101,KR,12.4,106,79,92,8.24,0,0
A3102,MM,18,76,55,65,5.97,0,0
A3103,KR,22.4,81,63,72,9.12,0,0
A3104,BNS,14.2,60,45,52,3.02,0,0
A3105,MB,16.7,55,43,49,3.15,0,0
A3106,MM,13.2,63,46,54,3.02,0,0
A3107,MB,18,86,68,77,8.38,0,0
A3108,KR,22.4,68,47,57,5.72,0,0
A3109,MB,12.3,76,68,72,5.01,0,0
A3110,MB,17.8,62,52,57,4.54,0,0
A3111,KR,18.9,93,67,80,9.07,15,4.5
A3112,KR,17.8,98,72,85,10.1,0,0
A3113,KR,18,71,50,60,5.09,0,0
A3114,KR,14.1,84,69,76,6.4,0,0
A3115,KR,17.2,54,43,48,3.11,0,0
A3116,KR,14.5,65,54,59,3.96,0,0
A3117,KR,16,72,49,60,4.52,0,0
A3118,BNS,12.1,84,77,80,5.74,17,5.7
A3119,KR,14.2,67,57,62,4.29,0,0
A3120,KR,16.2,63,47,55,3.85,0,0
A3121,KR,18,70,53,61,5.26,0,0
A3122,KR,12.6,83,62,72,5.13,0,0
A3123,KR,12.2,68,57,62,3.68,0,0
A3124,MB,20.5,78,64,71,8.12,0,0
A3125,KR,9.4,73,65,69,3.51,0,0
A3126,KR,14.2,89,73,81,7.32,0,0
A3127,KR,19.1,78,54,66,6.53,0,0
A3128,KR,16.1,70,52,61,4.71,0,0
A3129,KR,11.5,77,66,71,4.55,0,0
A3130,KR,19.1,68,59,63,5.95,0,0
A3131,KR,19.3,73,52,62,5.83,0,0
A3132,MM,22.2,72,55,63,6.92,0,0
A3133,MK,13.2,73,67,70,5.08,0,0
A3134,KR,20.3,63,47,55,4.82,0,0
A3135,MM,15.6,59,50,54,3.57,0,0
A3136,MM,14.3,65,49,57,2.96,22,19
A3137,MM,16.1,67,51,59,4.4,0,0
A3138,MK,13.5,68,59,63,4.21,0,0
A3139,MM,12.3,79,69,74,5.29,0,0
A3140,MB,13.8,73,65,69,5.16,0,0
A3141,KR,15.8,59,43,51,3.23,0,0
A3142,KR,20.6,92,68,80,10.35,0,0
A3143,MB,11.2,59,50,54,2.28,16,11.2
A3144,BNS,17.5,82,63,72,6.62,17,7.1
A3145,BNS,17,66,47,56,3.37,22,19.6
A3146,KR,15.8,70,54,62,4.77,0,0
A3147,MB,16.9,69,53,61,4.74,11,4.1
A3148,KR,15,86,65,75,6.63,0,0
A3149,KR,16.9,82,62,72,6.88,0,0
A3150,KR,17.5,79,62,70,6.73,0,0
A3151,BNS,15.1,91,72,81,7.35,17,5.6
A3152,MM,13.1,99,87,93,8.9,0,0
A3153,MB,19.3,73,55,64,5.28,22,15
A3154,MB,19.4,55,50,52,3.26,21,20.8
A3155,MM,18,76,49,62,4.97,16,8.5
A3156,MB,13.6,68,55,61,3.97,0,0
A3157,MM,14.4,74,68,71,5.7,0,0
A3158,KR,21.1,88,66,77,9.83,0,0
A3159,MB,19.2,57,45,51,3.92,0,0
A3160,MK,16.6,86,70,78,7.93,0,0
A3161,MM,16.9,56,46,51,3.45,0,0
A3162,MM,17.5,62,47,54,4.01,0,0
A3163,KR,18.8,79,60,69,7.03,0,0
A3164,KR,19,100,75,87,11.29,0,0
A3165,MM,13.3,71,51,61,3.59,15,7.7
A3166,MM,14.5,63,52,57,3.7,0,0
A3167,KR,18.9,78,67,72,7.7,0,0
A3168,KR,20.8,55,41,48,3.76,0,0
A3169,KR,21.1,64,43,53,4.66,0,0
A3170,MB,20,73,56,64,6.43,0,0
A3171,KR,18.6,70,43,56,4.58,0,0
A3172,MM,14,89,67,78,6.69,0,0
A3173,MB,10.4,95,81,88,5.95,19,5.9
A3174,MK,10.2,89,83,86,5.92,0,0
A3175,KR,16.1,81,60,70,6.2,0,0
A3176,KR,21,78,54,66,7.18,0,0
A3177,MM,19,74,59,66,6.5,0,0
A3178,KR,9.5,69,67,68,3.45,0,0
A3179,KR,11.8,89,81,85,6.7,0,0
A3180,KR,12.1,83,81,82,6.39,0,0
A3181,KR,21.6,84,68,76,9.8,0,0
A3182,MB,15.3,86,77,81,7.14,22,9.4
A3183,MB,11.4,82,72,77,5.31,0,0
A3184,MB,17.4,69,57,63,5.42,0,0
A3185,KR,8.1,87,77,82,4.07,16,4.8
A3186,KR,11.7,91,70,80,5.88,0,0
A3187,KR,12.1,101,81,91,7.87,0,0
A3188,KR,15.2,70,49,59,4.16,0,0
A3189,KR,16.2,77,55,66,5.54,0,0
A3190,KR,17.4,97,76,86,10.11,0,0
A3191,MB,19.8,86,67,76,8.65,13,3.7
A3192,KR,17.2,81,62,71,6.81,0,0
A3193,BNS,19.2,73,57,65,5.94,15,6.8
A3194,MB,13.5,56,52,54,3.09,0,0
A3195,KR,22.2,69,57,63,6.92,0,0
A3196,KR,16,95,70,82,8.45,0,0
A3197,KR,16.8,73,55,64,5.4,0,0
A3198,KR,19.5,76,52,64,6.27,0,0
A3199,KR,18.2,82,59,70,7,0,0
A3200,KR,17.8,66,49,57,4.54,0,0
A3201,KR,11.3,77,75,76,5.13,0,0
A3202,KR,19.3,58,43,50,3.79,0,0
A3203,KR,20,84,53,68,7.26,0,0
A3204,KR,18.6,89,71,80,9.35,0,0
A3205,KR,18.7,71,50,60,5.29,0,0
A3206,KR,20.7,89,54,71,8.2,0,0
A3207,KR,13.4,60,44,52,2.71,10,4.7
A3208,MB,9.3,58,56,57,2,20,15.7
A3209,KR,13,63,49,56,3.2,0,0
A3210,KR,10.8,78,62,70,4.16,0,0
A3211,KR,9.9,62,52,57,2.53,0,0
A3212,KR,15.7,69,58,63,4.89,0,0
A3213,KR,18.4,56,40,48,3.33,0,0
A3214,KR,8.9,65,54,59,2.43,0,0
A3215,BNS,12,74,59,66,4.11,0,0
A3216,KR,12.1,70,53,61,3.54,0,0
A3217,KR,15.8,70,51,60,4.47,0,0
A3218,BNS,10.5,78,68,73,4.39,0,0
A3219,MB,12,88,78,83,6.15,17,5.3
A3220,MB,14.7,69,54,61,3.71,20,13.7
A3221,MB,21.6,76,55,65,6.47,18,9.8
A3222,BNS,15.8,63,47,55,3.75,0,0
A3223,MM,11.8,58,56,57,3.01,0,0
A3224,MM,14.1,114,102,108,12.92,0,0
A3225,MB,13.6,76,62,69,5.09,0,0
A3226,MB,15.6,69,53,61,4.56,0,0
A3227,MB,13.7,103,87,95,9.71,0,0
A3228,MB,12,77,65,71,4.75,0,0
A3229,MB,11.4,77,69,73,4.77,0,0
A3230,BNS,11.6,74,69,71,4.59,0,0
A3231,KR,20.9,57,42,49,3.94,0,0
A3232,MRS,18,75,67,71,7.13,0,0
A3233,KR,15.3,68,64,66,5.23,0,0
A3234,KR,12.3,79,65,72,5.01,0,0
A3235,KR,11.4,62,56,59,3.12,0,0
A3236,KR,16.9,90,72,81,8.71,0,0
A3237,KR,15.9,82,69,75,7.02,0,0
A3238,KR,20,67,44,55,4.75,0,0
A3239,KR,18.4,62,49,55,4.37,0,0
A3240,KR,19.9,88,65,76,9.03,0,0
A3241,KR,15.9,86,66,76,7.21,0,0
A3242,KR,18.3,65,41,53,4.04,0,0
A3243,KR,18.1,68,44,56,4.46,0,0
A3244,MB,16.2,57,47,52,3.44,0,0
A3245,MM,16.1,70,54,62,4.86,0,0
A3246,BNS,16,62,51,56,3.67,13,6.9
A3247,MB,15,75,66,70,5.77,0,0
A3248,MB,12.4,68,64,66,4.24,0,0
A3249,BNS,11.9,58,46,52,2.33,13,8
A3250,KR,20.2,62,44,53,4.46,0,0
A3251,KR,18.6,67,47,57,4.75,0,0
A3252,BNS,18.2,68,54,61,5.32,0,0
A3253,KR,15.4,55,43,49,2.9,0,0
A3254,KR,17.8,57,44,50,3.5,0,0
A3255,KR,13.8,55,43,49,2.6,0,0
A3256,KR,13.3,82,63,72,5.42,0,0
A3257,MM,9,111,98,104,7.65,0,0
A3258,MM,15.2,94,78,86,8.83,0,0
A3259,MB,19.7,68,53,60,5.57,0,0
A3260,MK,20.4,79,62,70,7.85,0,0
A3261,KR,15.6,81,73,77,6.44,23,11.4
A3262,KR,17.9,68,51,59,4.89,0,0
A3263,KR,10.7,64,47,55,2.54,0,0
A3264,KR,15.6,74,56,65,5.18,0,0
A3265,KR,11.8,56,50,53,2.6,0,0
A3266,MB,13.3,83,73,78,5.92,18,6.8
A3267,MB,18,78,60,69,6.73,0,0
A3268,MP,13.3,98,88,93,9.03,0,0
A3269,MM,13.2,84,75,79,6.47,0,0
A3270,BNS,13.1,89,73,81,6.75,0,0
A3271,MM,14.4,72,59,65,4.78,0,0
A3272,MM,19.6,95,78,86,11.39,0,0
A3273,MB,20.4,64,55,59,5.58,0,0
A3274,MM,12.6,62,52,57,3.22,0,0
A3275,MM,15.1,78,55,66,5.17,0,0
A3276,MB,13.1,76,51,63,4.08,0,0
A3277,KR,17.6,71,53,62,5.31,0,0
A3278,KR,19.3,64,47,55,4.59,0,0
A3279,KR,16,56,47,51,3.27,0,0
A3280,KR,15.6,72,55,63,4.86,0,0
A3281,KR,18.6,58,44,51,3.8,0,0
A3282,KR,20.2,62,40,51,4.13,0,0
A3283,KR,19.8,64,49,56,4.88,0,0
A3284,KR,18.2,63,54,58,4.81,0,0
A3285,KR,17,65,51,58,4.49,0,0
A3286,MB,17.7,66,49,57,4.52,0,0
A3287,MK,12.2,83,67,75,5.11,15,5.1
A3288,MM,17.3,74,53,63,5.39,0,0
A3289,KR,17.2,67,49,58,4.54,0,0
A3290,MM,16.3,84,67,75,7.2,0,0
A3291,KR,16.4,63,50,56,4.04,0,0
A3292,KR,15.2,58,44,51,3.11,0,0
A3293,MM,16,58,45,51,3.27,0,0
A3294,KR,15.1,67,54,60,4.01,13,6
A3295,MM,13.9,67,55,61,4.06,0,0
A3296,KR,12.2,62,60,61,3.57,0,0
A3297,KR,18.4,70,49,59,5.03,0,0
A3298,KR,20.9,69,47,58,5.52,0,0
A3299,MM,19.3,63,47,55,4.59,0,0
A3300,KR,20.9,83,64,73,8.75,0,0
A3301,KR,20.9,87,63,75,9.23,0,0
A3302,KR,12.8,74,62,68,4.65,0,0
A3303,KR,11.8,77,69,73,4.94,0,0
A3304,MB,14.5,57,48,52,2.87,12,6.8
A3305,KR,14.9,103,69,86,8.66,0,0
A3306,KR,18,71,53,62,5.43,0,0
A3307,KR,20.3,67,49,58,5.36,0,0
A3308,KR,19.5,71,56,63,6.08,0,0
A3309,KR,18.2,66,45,55,4.32,0,0
A3310,KR,18.7,91,70,80,9.4,0,0
A3311,KR,20.4,69,60,64,6.56,0,0
A3312,MM,13.2,60,56,58,3.49,0,0
A3313,KR,13.6,68,60,64,4.38,0,0
A3314,KR,13,76,63,69,4.86,0,0
A3315,KR,13.2,90,69,79,6.47,0,0
A3316,KR,12.8,98,87,92,8.51,0,0
A3317,KR,12,101,80,90,7.63,0,0
A3318,BNS,13,62,48,55,3.09,0,0
A3319,MM,17.7,66,56,61,5.17,0,0
A3484,BNS,16.4,63,43,53,3.62,0,0
A3320,MB,19.3,72,56,64,6.21,0,0
A3321,MB,14.2,78,67,72,5.78,0,0
A3519,KR,17.7,86,54,70,6.81,0,0
A3322,LMB,15.2,66,52,59,4.16,0,0
A3323,KR,18.1,60,44,52,3.84,0,0
A3324,KR,16.4,66,47,56,4.04,0,0
A3325,KR,13.3,57,42,49,2.51,0,0
A3326,KR,19,63,45,54,4.35,0,0
A3327,MRS,15.6,67,48,57,3.98,0,0
A3328,KR,11.4,64,49,56,2.81,0,0
A3329,KR,19.7,74,57,65,6.54,0,0
A3330,KR,20.1,62,47,54,4.6,0,0
A3331,KR,19,60,46,53,4.19,0,0
A3332,KR,16.7,83,60,71,6.61,0,0
A3333,KR,15.2,66,51,58,4.02,0,0
A3334,KR,20.1,77,55,66,6.88,0,0
A3335,KR,15.3,67,51,59,4.18,0,0
A3336,MM,14.4,55,47,51,2.94,0,0
A3337,KR,12.4,118,96,107,11.15,0,0
A3338,KR,21,86,62,74,9.03,0,0
A3339,MM,11.6,63,57,60,3.28,0,0
A3340,BNS,18.7,69,52,60,5.29,0,0
A3341,MK,15.8,68,52,60,4.47,0,0
A3342,BNS,11.5,96,83,89,6.6,22,7.8
A3343,MM,14.9,59,56,57,3.8,0,0
A3344,MK,15.9,75,60,67,5.61,0,0
A3345,MM,17.6,58,49,53,3.88,0,0
A3346,KR,9.6,81,77,79,4.71,0,0
A3347,KR,9,104,89,96,6.51,0,0
A3348,KR,12,82,70,76,5.44,0,0
A3349,MB,12.3,81,77,79,6.03,0,0
A3350,KR,9,104,89,96,6.51,0,0
A3351,KR,19.3,65,50,57,4.92,0,0
A3352,KR,17.2,60,48,54,3.94,0,0
A3353,KR,22,66,50,58,5.81,0,0
A3354,KR,14.6,80,66,73,6.11,0,0
A3355,KR,14.3,66,54,60,4.04,0,0
A3356,KR,20.7,77,52,64,6.66,0,0
A3357,MM,19.2,93,57,75,8.48,0,0
A3358,MB,12.8,59,54,56,3.15,0,0
A3359,LMB,18,84,66,75,7.95,0,0
A3360,MM,16,85,71,78,7.65,0,0
A3361,KR,18.4,56,40,48,3.33,0,0
A3362,KR,16.4,67,46,56,4.04,0,0
A3363,KR,15.8,54,39,46,2.63,0,0
A3364,KR,17.1,74,53,63,5.33,0,0
A3365,MM,17.6,79,56,67,6.21,0,0
A3366,BNS,15.1,84,66,75,6.67,0,0
A3367,MM,14.7,70,57,63,4.58,0,0
A3368,KR,20.7,72,50,61,6.05,0,0
A3369,MB,10.9,62,58,60,3.08,0,0
A3370,MM,14.7,80,60,70,5.01,21,11.5
A3371,KR,10.8,68,62,65,3.58,0,0
A3372,KR,18.5,71,54,62,5.59,0,0
A3373,KR,13.5,62,51,56,3.33,0,0
A3374,KR,13.1,64,56,60,3.41,15,8
A3375,KR,12.3,83,68,75,5.43,0,0
